"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","3","","BuyerContactRequestService — Tests unitaires","","com.tortiki.api.application.service.BuyerContactRequestServiceTest","shouldThrowWhenBuyerNotFound","findByBuyer lève UserNotFoundException si l'acheteur est introuvable","L'email ne correspond à aucun compte actif — UserNotFoundException levée."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","4","","UserService — Tests unitaires","","com.tortiki.api.application.service.UserServiceTest","register_shouldCreateUser_whenEmailIsAvailable","register — crée et retourne l'utilisateur si l'email est disponible","Sofia s'inscrit avec un email disponible — compte créé, mot de passe encodé."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","76","","AdminListingService — Tests unitaires","","com.tortiki.api.application.service.AdminListingServiceTest","updateStatus_shouldChangeStatusAndSave_whenListingExists","updateStatus() change le statut et sauvegarde","updateStatus modifie le statut et persiste l'annonce"
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","5","","AllergenController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AllergenControllerTest","shouldReturn401WhenUnauthenticatedTriesToCreateAllergen","POST /api/v1/allergens — retourne 401 sans authentification","Un utilisateur non authentifié ne peut pas créer d'allergène."
"passed","Tue Jul 28 13:07:25 UTC 2026","Tue Jul 28 13:07:25 UTC 2026","20","","ContactRequestRepositoryIT","","com.tortiki.api.infrastructure.adapter.out.persistence.ContactRequestRepositoryIT","shouldReturnFalseWhenNoDuplicateExists","Doit retourner false si aucune demande pour ce couple listing/buyer","existsByListingIdAndBuyerId retourne false si aucune demande n'existe."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","20","","SellerDashboardController","","com.tortiki.api.infrastructure.adapter.in.web.SellerDashboardControllerTest","shouldReturn200WithDashboardForSeller","Doit retourner 200 avec la liste des demandes pour ROLE_SELLER","Un vendeur authentifié consulte son tableau de bord — 200 avec la liste."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","2","","AdminListingService — Tests unitaires","","com.tortiki.api.application.service.AdminListingServiceTest","updateStatus_shouldThrow_whenListingNotFound","updateStatus() lève ListingNotFoundException si annonce absente","updateStatus lève ListingNotFoundException si l'annonce est introuvable"
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","SearchListingsService — Tests unitaires","","com.tortiki.api.application.service.SearchListingsServiceTest","search_shouldSearchWithoutCoordinates_whenGeolocationFails","search : recherche sans coordonnées si Nominatim échoue","Vérifie que search() continue sans filtre géographique
lorsque GeolocationPort retourne Optional.empty().
Nominatim indisponible ne doit pas bloquer la recherche.
"
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","14","","SearchListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.SearchListingControllerTest","search_shouldReturn200WithListings_whenResultsFound","GET /search : retourne 200 avec liste d'annonces","Vérifie que GET /api/v1/listings/search retourne HTTP 200
avec la liste d'annonces mappées en DTO.
"
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","8","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","findAll_shouldReturn200_withListingList","GET /listings — retourne 200 avec la liste des annonces actives","Catalogue non vide — HTTP 200 avec la liste des annonces."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","10","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn201WhenCommentIsNull","POST /reviews — 201 si comment est null (champ optionnel)","Évaluation sans commentaire — champ optionnel, 201 Created retourné."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","CuisineTypeService — Tests unitaires","","com.tortiki.api.application.service.CuisineTypeServiceTest","update_shouldThrowException_whenCuisineTypeNotFound","update — lève CuisineTypeNotFoundException si l'id est inconnu","Tentative de mise à jour d'une origine introuvable — exception métier levée."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","CuisineTypeService — Tests unitaires","","com.tortiki.api.application.service.CuisineTypeServiceTest","create_shouldPersistAndReturnCuisineType","create — persiste et retourne la nouvelle origine culinaire","Un admin crée une nouvelle origine culinaire — elle est persistée et retournée."
"passed","Tue Jul 28 13:07:05 UTC 2026","Tue Jul 28 13:07:05 UTC 2026","9","","CuisineTypeController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.CuisineTypeControllerTest","delete_shouldReturn403_whenNotAdmin","DELETE /cuisine-types/{id} — retourne 403 si le rôle ADMIN est absent","Utilisateur sans ROLE_ADMIN — HTTP 403 Forbidden."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","4","","ContactRequestService","","com.tortiki.api.application.service.ContactRequestServiceTest","shouldThrowWhenBuyerIsTheSeller","Doit lever SelfContactException si acheteur == vendeur","Un vendeur tente de contacter sa propre annonce — SelfContactException levée."
"passed","Tue Jul 28 13:07:09 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","20","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn403WhenNoConfirmedContactRequest","POST /reviews — 403 si aucune demande CONFIRMED pour cette annonce","Théo n'a pas de demande CONFIRMED — 403 Forbidden retourné."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","7","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn400WhenRatingExceedsMaximum","POST /reviews — 400 si rating > 5","Note supérieure à 5 — 400 Bad Request retourné par @Max(5)."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","8","","ContactRequestController","","com.tortiki.api.infrastructure.adapter.in.web.ContactRequestControllerTest","shouldReturn400WhenListingIdIsNull","POST /api/v1/contact-requests → 400 si listingId absent","Le body ne contient pas listingId — 400 Requête invalide."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","7","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn400WhenRatingIsBelowMinimum","POST /reviews — 400 si rating < 1","Note inférieure à 1 — 400 Bad Request retourné par @Min(1)."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","8","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn404WhenListingNotFound","POST /reviews — 404 si l'annonce est introuvable","L'annonce ciblée n'existe pas — 404 Not Found retourné."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","findBySeller_shouldReturnEmptyList_whenNoActiveListings","findBySeller — retourne une liste vide si aucune annonce active","Vendeur sans annonce active — liste vide retournée."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","findById_shouldReturnListing_whenFound","findById — retourne l'annonce correspondant à l'id","Récupération d'une annonce par identifiant — retourne l'annonce."
"passed","Tue Jul 28 13:07:09 UTC 2026","Tue Jul 28 13:07:09 UTC 2026","22","","AuthController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.AuthControllerTest","register_shouldReturn409_whenEmailAlreadyExists","POST /register — retourne 409 si l'email est déjà utilisé","Email déjà utilisé — HTTP 409 Conflict avec body ErrorResponse."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","1","","UserService — Tests unitaires","","com.tortiki.api.application.service.UserServiceTest","findByEmail_shouldReturnUser_whenExists","findByEmail — retourne l'utilisateur si l'email existe","Recherche par email existant — utilisateur retourné."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","15","","AllergenController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AllergenControllerTest","shouldReturn204WhenAdminDeletesAllergen","DELETE /api/v1/allergens/{id} — retourne 204 pour ROLE_ADMIN","Un administrateur peut désactiver un allergène existant."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","update_shouldThrowUnauthorizedActionException_whenSellerIsNotOwner","update — lève UnauthorizedActionException si le vendeur n'est pas propriétaire","Un vendeur tiers tente de modifier l'annonce — UnauthorizedActionException levée."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","8","","AdminListingController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AdminListingControllerTest","updateStatus_shouldReturn404_whenListingNotFound","PATCH /admin/listings/{id}/status retourne 404 si l'annonce est introuvable","Annonce introuvable, HTTP 404 via GlobalExceptionHandler"
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","findDistinctActiveCities_shouldReturnEmptyList_whenNoActiveListings","findDistinctActiveCities — retourne une liste vide si aucune annonce active","Aucune annonce active — liste vide retournée, aucune exception levée."
"passed","Tue Jul 28 13:07:09 UTC 2026","Tue Jul 28 13:07:09 UTC 2026","6","","AuthController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.AuthControllerTest","logout_shouldReturn204","POST /logout — retourne 204 et invalide la session","Déconnexion — session invalidée, HTTP 204 No Content retourné."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","UserService — Tests unitaires","","com.tortiki.api.application.service.UserServiceTest","register_shouldAssignRequestedRole_toNewUser","register — attribue le rôle demandé à l'utilisateur créé","Le rôle demandé est bien attribué à l'utilisateur lors de l'inscription."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","SubmitReviewService — Tests unitaires","","com.tortiki.api.application.service.SubmitReviewServiceTest","shouldThrowWhenReviewAlreadyExists","Doit lever ReviewAlreadyExistsException si évaluation déjà soumise","L'acheteur a déjà évalué cette annonce — ReviewAlreadyExistsException levée."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","2","","ManageContactRequestService","","com.tortiki.api.application.service.ManageContactRequestServiceTest","shouldThrowWhenContactRequestNotFound","Doit lever ContactRequestNotFoundException si demande absente ou hors périmètre","La demande n'appartient pas au vendeur ou n'existe pas — ContactRequestNotFoundException levée."
"passed","Tue Jul 28 13:07:05 UTC 2026","Tue Jul 28 13:07:05 UTC 2026","11","","CuisineTypeController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.CuisineTypeControllerTest","findAll_shouldReturn200_withEmptyList","GET /cuisine-types — retourne 200 avec tableau vide si aucune origine","Référentiel vide — HTTP 200 avec tableau JSON vide."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","1","","NominatimGateway — Tests unitaires","","com.tortiki.api.infrastructure.adapter.out.geolocation.NominatimGatewayTest","geocode_shouldReturnEmpty_whenCityIsNull","geocode : retourne Optional.empty() si city est null","Vérifie que geocode() retourne Optional.empty() immédiatement
sans appeler WebClient lorsque city est null.
Aucune requête HTTP ne doit être émise.
"
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","58","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","create_shouldReturn201_whenSellerCreatesListing","POST /listings — retourne 201 si la création réussit (SELLER)","Sofia crée une annonce en tant que vendeur — HTTP 201."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","create_shouldThrowUserNotFoundException_whenSellerNotFound","create — lève UserNotFoundException si le vendeur est inconnu","Vendeur introuvable lors de la création — UserNotFoundException levée."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","7","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn400WhenRatingIsNull","POST /reviews — 400 si rating est null","Note absente — 400 Bad Request retourné par @NotNull."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","4","","ContactRequestController","","com.tortiki.api.infrastructure.adapter.in.web.ContactRequestControllerTest","shouldReturn401WhenNotAuthenticated","POST /api/v1/contact-requests → 401 sans authentification","Un utilisateur non authentifié tente de soumettre — 401 Non autorisé."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","3","","NominatimGateway — Tests unitaires","","com.tortiki.api.infrastructure.adapter.out.geolocation.NominatimGatewayTest","geocode_shouldReturnEmpty_whenNominatimReturnsNoResult","geocode : retourne Optional.empty() si Nominatim renvoie liste vide","Vérifie que geocode() retourne Optional.empty() sans exception
lorsque Nominatim ne trouve aucun résultat pour la ville fournie.
Cas typique : ville inconnue ou mal orthographiée.
"
"passed","Tue Jul 28 13:07:09 UTC 2026","Tue Jul 28 13:07:09 UTC 2026","7","","AuthController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.AuthControllerTest","login_shouldReturn200_whenCredentialsAreValid","POST /login — retourne 200 avec UserResponse si les credentials sont valides","Sofia se connecte avec ses credentials valides — HTTP 200 avec profil."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","6","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn200WithReviewsWhenListingHasReviews","GET /reviews — 200 avec la liste des avis pour une annonce évaluée","Une annonce évaluée retourne 200 avec la liste des avis, sans authentification."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","11","","AllergenController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AllergenControllerTest","shouldReturn201WhenAdminCreatesAllergen","POST /api/v1/allergens — retourne 201 pour ROLE_ADMIN","Un administrateur authentifié peut créer un nouvel allergène."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","SubmitReviewService — Tests unitaires","","com.tortiki.api.application.service.SubmitReviewServiceTest","shouldThrowWhenReviewerNotFound","Doit lever UserNotFoundException si acheteur absent ou inactif","L'acheteur est introuvable ou inactif — UserNotFoundException levée."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","update_shouldThrowListingNotFoundException_whenListingNotFound","update — lève ListingNotFoundException si l'annonce est inconnue","Annonce introuvable lors de la modification — ListingNotFoundException levée."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","7","","AdminListingController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AdminListingControllerTest","findAll_shouldReturn403_whenNotAdmin","GET /admin/listings retourne 403 si le rôle ADMIN est absent","Utilisateur sans ROLE_ADMIN, HTTP 403 Forbidden"
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","2","","UserDetailsServiceImpl — Tests unitaires","","com.tortiki.api.infrastructure.adapter.out.persistence.UserDetailsServiceImplTest","loadUserByUsername_shouldReturnDisabledUserDetails_whenAccountIsDisabled","loadUserByUsername retourne isEnabled=false pour un compte désactivé","Compte désactivé — le UserDetails retourné a isEnabled() = false."
"passed","Tue Jul 28 13:07:25 UTC 2026","Tue Jul 28 13:07:25 UTC 2026","22","","SearchListingRepositoryIT","","com.tortiki.api.infrastructure.adapter.out.persistence.SearchListingRepositoryIT","shouldFilterByCuisineType","Doit filtrer les annonces par type de cuisine","Filtre par cuisineTypeId — retourne uniquement les annonces correspondantes."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","5","","UserDetailsServiceImpl — Tests unitaires","","com.tortiki.api.infrastructure.adapter.out.persistence.UserDetailsServiceImplTest","loadUserByUsername_shouldThrowUsernameNotFoundException_whenEmailNotFound","loadUserByUsername lève UsernameNotFoundException si email inconnu ou inactif","Email inconnu ou compte inactif — UsernameNotFoundException levée."
"passed","Tue Jul 28 13:07:09 UTC 2026","Tue Jul 28 13:07:09 UTC 2026","8","","AuthController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.AuthControllerTest","login_shouldReturn401_whenCredentialsAreInvalid","POST /login — retourne 401 si les credentials sont invalides","Mauvais mot de passe — HTTP 401 Unauthorized avec body ErrorResponse OWASP."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","8","","AdminListingController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AdminListingControllerTest","findAll_shouldReturn200withEmptyList","GET /admin/listings retourne 200 avec tableau vide si aucune annonce","Aucune annonce en base, HTTP 200 avec tableau JSON vide"
"passed","Tue Jul 28 13:07:25 UTC 2026","Tue Jul 28 13:07:25 UTC 2026","28","","ContactRequestRepositoryIT","","com.tortiki.api.infrastructure.adapter.out.persistence.ContactRequestRepositoryIT","shouldDetectDuplicateContactRequest","Doit détecter un doublon via existsByListingIdAndBuyerId","existsByListingIdAndBuyerId retourne true après une première persistance."
"passed","Tue Jul 28 13:07:09 UTC 2026","Tue Jul 28 13:07:09 UTC 2026","38","","AuthController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.AuthControllerTest","login_shouldReturn400_whenBodyIsInvalid","POST /login — retourne 400 si l'email est invalide","Corps de requête invalide — HTTP 400 Bad Request."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","changeStatus_shouldUpdateStatus","changeStatus — met à jour le statut de l'annonce","Admin change le statut d'une annonce vers INACTIVE."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","12","","AllergenController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.AllergenControllerTest","shouldReturn200WhenListingAllergensWithoutAuth","GET /api/v1/allergens — retourne 200 sans authentification","Tout visiteur, authentifié ou non, peut consulter la liste des allergènes."
"passed","Tue Jul 28 13:07:05 UTC 2026","Tue Jul 28 13:07:05 UTC 2026","21","","CuisineTypeController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.CuisineTypeControllerTest","findById_shouldReturn404_whenNotFound","GET /cuisine-types/{id} — retourne 404 si l'origine est introuvable","Origine culinaire introuvable — HTTP 404 via GlobalExceptionHandler."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","1","","CuisineTypeService — Tests unitaires","","com.tortiki.api.application.service.CuisineTypeServiceTest","findAll_shouldReturnEmptyList_whenNoCuisineTypes","findAll — retourne une liste vide si aucune origine enregistrée","Retourne une liste vide si aucune origine n'est enregistrée."
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","11","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","findById_shouldReturn404_whenListingNotFound","GET /listings/{id} — retourne 404 si l'annonce est introuvable","Annonce introuvable — HTTP 404 via GlobalExceptionHandler."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","changeStatus_shouldThrowException_whenListingNotFound","changeStatus — lève ListingNotFoundException si l'annonce est inconnue","Annonce introuvable lors du changement de statut — ListingNotFoundException."
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","8","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","findDistinctActiveCities_shouldReturn200_withCityList","GET /listings/cities — retourne 200 avec la liste des villes distinctes","Villes actives présentes — HTTP 200 avec la liste triée."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","9","","ContactRequestController","","com.tortiki.api.infrastructure.adapter.in.web.ContactRequestControllerTest","shouldReturn403WhenSellerTriesToSubmit","POST /api/v1/contact-requests → 403 pour ROLE_SELLER","Un vendeur tente de soumettre une demande — 403 Interdit."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","6","","BuyerContactRequestController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.BuyerContactRequestControllerTest","shouldReturn200WithEmptyListWhenBuyerHasNoRequests","GET /contact-requests/my — 200 avec liste vide si aucune demande","Un acheteur sans demande obtient une liste vide — 200 OK."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","3","","ManageContactRequestService","","com.tortiki.api.application.service.ManageContactRequestServiceTest","shouldThrowWhenStatusAlreadyFinal","Doit lever InvalidStatusTransitionException si statut déjà final","Le vendeur tente de modifier un statut CONFIRMED — InvalidStatusTransitionException levée."
"passed","Tue Jul 28 13:07:08 UTC 2026","Tue Jul 28 13:07:08 UTC 2026","17","","BuyerContactRequestController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.BuyerContactRequestControllerTest","shouldReturn200WithListWhenBuyerHasRequests","GET /contact-requests/my — 200 avec liste pour ROLE_BUYER authentifié","Un acheteur authentifié consulte son historique non vide — 200 OK."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","UserService — Tests unitaires","","com.tortiki.api.application.service.UserServiceTest","register_shouldThrowRoleNotFound_whenRoleNotInDatabase","register — lève RoleNotFoundException si le rôle est absent en base","Rôle absent en base (migration Flyway manquante) — RoleNotFoundException levée."
"passed","Tue Jul 28 13:07:05 UTC 2026","Tue Jul 28 13:07:05 UTC 2026","8","","CuisineTypeController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.CuisineTypeControllerTest","create_shouldReturn403_whenNotAdmin","POST /cuisine-types — retourne 403 si le rôle ADMIN est absent","Utilisateur sans ROLE_ADMIN — HTTP 403 Forbidden."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","70","","FindReviewsService — Tests unitaires","","com.tortiki.api.application.service.FindReviewsServiceTest","findByListingId_shouldReturnReviews_whenReviewsExist","Doit retourner la liste des évaluations pour une annonce évaluée","Une annonce avec des évaluations retourne la liste complète."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","6","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn200WithEmptyListWhenNoReviews","GET /reviews — 200 avec liste vide si l'annonce n'a aucun avis","Une annonce sans avis retourne 200 avec une liste vide, sans erreur 404."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","54","","NominatimGateway — Tests unitaires","","com.tortiki.api.infrastructure.adapter.out.geolocation.NominatimGatewayTest","geocode_shouldReturnEmpty_whenNetworkErrorOccurs","geocode : retourne Optional.empty() si le service est indisponible","Vérifie que geocode() absorbe les erreurs réseau et retourne
Optional.empty() sans propager l'exception au service applicatif.
Garantit que Nominatim indisponible ne fait pas planter la recherche.
"
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","2","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","findBySeller_shouldReturnActiveListings","findBySeller — retourne les annonces ACTIVE du vendeur","Récupération des annonces actives d'un vendeur."
"passed","Tue Jul 28 13:07:06 UTC 2026","Tue Jul 28 13:07:06 UTC 2026","10","","SearchListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.SearchListingControllerTest","search_shouldAcceptAllFilterParams_whenProvided","GET /search : accepte tous les paramètres de filtre","Vérifie que GET /api/v1/listings/search accepte query, city,
cuisineTypeId, maxPrice, radiusKm, page, size sans erreur.
"
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","10","","ReviewController — Tests unitaires","","com.tortiki.api.infrastructure.adapter.in.web.ReviewControllerTest","shouldReturn200ForUnauthenticatedUser","GET /reviews — 200 pour un utilisateur non authentifié","Un visiteur non authentifié peut consulter les avis — endpoint public."
"passed","Tue Jul 28 13:07:05 UTC 2026","Tue Jul 28 13:07:05 UTC 2026","58","","CuisineTypeController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.CuisineTypeControllerTest","findById_shouldReturn200_whenFound","GET /cuisine-types/{id} — retourne 200 avec l'origine culinaire","Origine culinaire trouvée — HTTP 200 avec le détail."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","delete_shouldSetStatusInactive_whenSellerIsOwner","delete — passe le statut à INACTIVE (suppression logique)","Sofia supprime son annonce — suppression logique, statut passe à INACTIVE."
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","7","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","findById_shouldReturn200_whenListingExists","GET /listings/{id} — retourne 200 avec l'annonce correspondante","Annonce trouvée — HTTP 200 avec le détail complet."
"passed","Tue Jul 28 13:07:10 UTC 2026","Tue Jul 28 13:07:10 UTC 2026","2","","AllergenService — Tests unitaires","","com.tortiki.api.application.service.AllergenServiceTest","findById_shouldReturnAllergen_whenFound","findById retourne l'allergène correspondant","Allergène trouvé par son identifiant."
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","6","","ListingController — Tests unitaires WebMvcTest","","com.tortiki.api.infrastructure.adapter.in.web.ListingControllerTest","findAll_shouldReturn200_withEmptyList","GET /listings — retourne 200 avec tableau vide si aucune annonce","Catalogue vide — HTTP 200 avec un tableau JSON vide."
"passed","Tue Jul 28 13:07:07 UTC 2026","Tue Jul 28 13:07:07 UTC 2026","9","","SellerDashboardController","","com.tortiki.api.infrastructure.adapter.in.web.SellerDashboardControllerTest","shouldReturn409WhenStatusTransitionForbidden","Doit retourner 409 si transition de statut interdite","Le vendeur tente de modifier un statut final — 409 Conflict retourné."
"passed","Tue Jul 28 13:07:11 UTC 2026","Tue Jul 28 13:07:11 UTC 2026","3","","ListingService — Tests unitaires","","com.tortiki.api.application.service.ListingServiceTest","create_shouldSaveListing_whenGeolocationReturnsEmpty","create — crée l'annonce sans coordonnées si Nominatim échoue","Nominatim indisponible — annonce créée sans coordonnées, pas d'exception."
